water_level,precipitation,temperature,humidity,visibility,wind,weather,pressure,fire,wl_change,temp_change,pressure_change
"42,0","6,0","17,4","78,0","20,0","2,0","3,0","991,3","5,0","-1,0","-5,0","1,2"
"449,0","0,0","19,3","59,0","10,0","4,0","0,0","993,3","4,0","-2,0","-7,4","-0,1"
"249,0","0,0","20,7","46,0","10,0","1,0","2,0","984,5","4,0","-4,0","-3,9","-0,1"
"32,0","0,0","15,5","77,0","20,0","1,0","2,0","977,1","4,0","-3,0","-5,9","-0,2"
"140,0","0,0","11,4","99,0","20,0","1,0","0,0","982,4","4,0","-3,0","-10,6","0,6"
"111,0","0,0","13,4","88,0","20,0","1,0","1,0","994,4","4,0","0,0","-9,9","-0,4"
"51,0","0,0","15,1","80,0","20,0","1,0","2,0","996,5","4,0","0,0","-8,3","0,2"
"232,0","0,0","15,1","85,0","20,0","1,0","1,0","999,3","4,0","0,0","-5,4","-0,4"
"109,0","0,0","18,6","73,0","20,0","4,0","0,0","995,2","4,0","-1,0","-2,8","-1,7"
"92,0","0,0","20,1","64,0","100,0","4,0","0,0","991,0","4,0","2,0","-1,0","-1,8"
"105,0","0,1","20,2","74,0","20,0","2,0","1,0","991,1","4,0","-1,0","-1,0","-1,2"
"120,0","0,1","19,7","67,0","20,0","3,0","0,0","994,2","4,0","-2,0","-1,5","-0,8"
"180,0","0,1","19,1","61,0","20,0","2,0","1,0","996,9","4,0","-4,0","-3,1","0,1"
"338,0","0,5","14,1","87,0","20,0","1,0","0,0","1000,8","4,0","0,0","-6,9","0,2"
"153,0","0,1","16,9","82,0","10,0","1,0","0,0","998,6","4,0","-1,0","-4,3","-0,4"
"-155,0","0,0","19,9","57,0","20,0","1,0","1,0","994,8","4,0","2,0","-1,9","0,0"
"256,0","0,0","14,9","77,0","100,0","3,0","1,0","997,4","4,0","-11,0","-3,7","-1,8"
"40,0","0,0","19,8","66,0","20,0","3,0","0,0","992,0","5,0","1,0","3,5","-1,1"
"68,0","0,0","19,7","61,0","20,0","3,0","0,0","990,8","4,0","0,0","11,2","-1,1"
"592,0","0,0","19,2","61,0","20,0","2,0","1,0","991,3","5,0","0,0","1,8","-0,7"
"593,0","0,0","18,9","59,0","20,0","2,0","1,0","989,6","4,0","0,0","2,7","-0,8"
"226,0","0,0","16,8","71,0","20,0","4,0","1,0","988,2","4,0","-1,0","4,0","-1,0"
"27,0","2,0","14,8","95,0","4,0","1,0","3,0","990,9","4,0","0,0","0,8","-0,2"
"449,0","0,0","17,6","65,0","10,0","4,0","0,0","990,2","4,0","0,0","3,5","0,4"
"245,0","0,0","18,7","60,0","10,0","2,0","0,0","983,1","4,0","-4,0","6,7","0,4"
"328,0","0,0","20,8","52,0","100,0","4,0","1,0","986,3","5,0","-4,0","8,5","-0,5"
"31,0","0,0","17,1","74,0","20,0","1,0","0,0","975,8","4,0","-1,0","10,4","-0,2"
"110,0","0,0","17,3","71,0","20,0","2,0","0,0","991,7","4,0","-1,0","9,7","-0,6"
"50,0","0,0","17,5","67,0","100,0","1,0","0,0","993,6","4,0","-1,0","9,0","-0,8"
"343,0","0,0","18,5","61,0","20,0","2,0","0,0","993,0","4,0","-1,0","13,8","-0,9"
"197,0","0,0","15,6","68,0","100,0","2,0","0,0","963,9","4,0","2,0","5,7","-0,1"
"121,0","0,0","19,1","67,0","10,0","1,0","0,0","998,5","4,0","-1,0","6,3","0,4"
"231,0","0,0","12,5","92,0","4,0","2,0","6,0","998,9","4,0","-1,0","-1,3","0,5"
"103,0","2,0","14,7","100,0","10,0","1,0","3,0","993,7","4,0","-2,0","0,7","0,4"
"119,0","0,0","14,9","79,0","20,0","1,0","1,0","993,6","4,0","-1,0","3,1","-0,1"
"179,0","0,0","17,3","65,0","20,0","3,0","1,0","995,1","4,0","-1,0","3,7","-0,7"
"119,0","0,0","18,0","68,0","10,0","2,0","0,0","995,7","4,0","-2,0","11,4","-0,8"
"338,0","0,0","19,4","61,0","20,0","1,0","0,0","999,3","4,0","0,0","9,5","-0,7"
"-158,0","0,0","17,8","64,0","20,0","1,0","0,0","992,0","4,0","-3,0","5,9","-0,7"
"243,0","0,9","12,7","94,0","10,0","1,0","3,0","1000,5","4,0","-13,0","-2,4","1,4"
"38,0","1,0","18,6","70,0","20,0","4,0","0,0","1000,1","5,0","-2,0","2,6","0,9"
"591,0","0,8","20,5","57,0","20,0","3,0","1,0","1000,1","5,0","-1,0","4,1","0,2"
"225,0","0,0","18,5","57,0","20,0","4,0","1,0","996,0","4,0","-1,0","5,9","-0,6"
"443,0","0,1","21,5","46,0","10,0","5,0","1,0","999,0","4,0","-6,0","6,4","-0,9"
"243,0","0,0","22,9","33,0","20,0","3,0","2,0","990,9","4,0","-2,0","4,8","-0,8"
"324,0","0,0","22,8","39,0","100,0","4,0","1,0","995,2","5,0","-4,0","5,8","-0,4"
"30,0","0,9","19,8","54,0","20,0","4,0","0,0","982,5","4,0","-1,0","2,5","0,0"
"50,0","0,8","20,9","42,0","100,0","3,0","0,0","975,5","4,0","-3,0","3,8","-0,2"
"140,0","2,0","22,1","49,0","20,0","2,0","1,0","986,7","4,0","3,0","2,9","-0,1"
"106,0","2,0","18,1","83,0","20,0","2,0","1,0","997,3","4,0","-4,0","2,3","0,9"
"50,0","0,0","18,1","73,0","100,0","5,0","1,0","997,1","4,0","0,0","0,5","1,1"
"344,0","2,0","17,2","81,0","20,0","2,0","1,0","997,2","4,0","1,0","2,1","1,2"
"195,0","1,0","21,6","55,0","100,0","1,0","0,0","967,4","4,0","-2,0","7,6","-1,6"
"164,0","0,8","16,1","71,0","100,0","1,0","0,0","907,4","4,0","1,0","5,2","-0,9"
"120,0","0,0","17,7","70,0","10,0","1,0","0,0","996,7","4,0","-1,0","4,7","0,3"
"231,0","0,4","16,1","88,0","20,0","4,0","1,0","999,0","4,0","0,0","0,6","0,7"
"119,0","0,7","17,8","60,0","20,0","3,0","1,0","997,6","4,0","0,0","5,1","-0,7"
"177,0","0,0","17,1","73,0","20,0","2,0","1,0","997,8","4,0","-2,0","1,7","0,9"
"118,0","0,0","19,6","66,0","10,0","4,0","0,0","996,5","4,0","-1,0","2,3","0,9"
"337,0","0,1","16,6","84,0","20,0","2,0","1,0","1001,1","4,0","-1,0","0,7","1,3"
"590,0","0,0","15,3","63,0","20,0","1,0","0,0","996,9","5,0","-1,0","-1,5","-0,4"
"224,0","0,0","10,4","88,0","20,0","1,0","1,0","993,5","4,0","-1,0","-5,2","0,2"
"442,0","0,0","15,0","66,0","10,0","5,0","0,0","995,1","4,0","-1,0","-1,3","-0,5"
"243,0","0,0","10,6","86,0","10,0","1,0","2,0","986,7","4,0","0,0","-1,8","-0,7"
"320,0","0,0","13,4","70,0","100,0","1,0","0,0","991,8","5,0","-4,0","-2,4","-0,4"
"28,0","0,0","4,2","98,0","0,0","1,0","5,0","980,5","4,0","-2,0","-2,3","-0,5"
"50,0","0,0","7,9","96,0","0,0","1,0","5,0","999,4","4,0","0,0","-0,5","0,0"
"344,0","0,0","7,4","95,0","0,0","1,0","5,0","998,9","4,0","0,0","-0,4","0,0"
"192,0","0,0","9,3","90,0","100,0","2,0","2,0","966,6","4,0","-3,0","-1,6","-0,3"
"222,0","0,0","15,0","63,0","100,0","3,0","0,0","959,7","4,0","-1,0","0,0","-0,3"
"163,0","0,0","3,4","100,0","100,0","1,0","0,0","905,9","4,0","-1,0","-1,7","0,0"
"120,0","0,0","13,9","81,0","10,0","1,0","1,0","999,1","4,0","0,0","0,1","-0,2"
"230,0","0,5","12,8","87,0","20,0","2,0","1,0","999,7","4,0","-1,0","-2,0","-0,1"
"119,0","0,0","14,2","75,0","20,0","2,0","1,0","996,0","4,0","0,0","-0,8","0,3"
"174,0","0,0","13,4","76,0","20,0","3,0","1,0","998,9","4,0","-3,0","-0,4","0,4"
"585,0","0,0","18,4","68,0","20,0","7,0","1,0","991,8","5,0","-5,0","-2,3","4,3"
"223,0","0,6","13,2","78,0","20,0","5,0","3,0","988,0","4,0","-1,0","-3,2","2,8"
"440,0","0,0","11,4","71,0","10,0","6,0","0,0","993,8","4,0","-2,0","-4,2","5,8"
"241,0","0,0","16,9","59,0","10,0","5,0","0,0","985,6","4,0","-2,0","-3,5","5,4"
"316,0","0,0","14,1","66,0","100,0","7,0","4,0","989,1","5,0","-4,0","-4,9","5,8"
"439,0","0,0","15,7","75,0","10,0","2,0","1,0","990,5","4,0","0,0","4,8","3,9"
"28,0","0,0","14,4","73,0","20,0","1,0","1,0","974,5","4,0","0,0","-1,3","0,8"
"50,0","0,0","12,8","88,0","20,0","2,0","1,0","991,8","4,0","0,0","-1,1","-0,8"
"344,0","0,0","11,4","87,0","20,0","1,0","0,0","991,0","4,0","0,0","-2,8","-0,6"
"192,0","0,0","12,7","76,0","100,0","3,0","1,0","963,4","4,0","0,0","-0,5","1,4"
"220,0","0,0","18,1","42,0","100,0","4,0","0,0","957,1","4,0","-2,0","-0,5","1,4"
"119,0","0,0","14,7","82,0","10,0","2,0","0,0","997,9","4,0","-1,0","0,1","-1,6"
"230,0","0,0","16,6","73,0","20,0","6,0","1,0","996,2","4,0","0,0","-1,0","-1,5"
"118,0","0,3","15,3","81,0","10,0","2,0","3,0","988,4","4,0","-1,0","-2,3","-0,3"
"171,0","0,0","14,0","84,0","20,0","3,0","0,0","991,5","4,0","-3,0","-1,1","-1,3"
"116,0","0,0","10,7","95,0","10,0","1,0","0,0","994,2","4,0","-1,0","-0,1","-1,2"
"150,0","0,0","12,0","85,0","10,0","1,0","0,0","998,2","4,0","0,0","-2,8","-0,7"
"587,0","0,0","9,1","82,0","20,0","2,0","0,0","1002,8","5,0","2,0","-1,5","-0,2"
"222,0","0,1","7,7","88,0","10,0","2,0","3,0","1000,2","4,0","-1,0","3,3","-0,1"
"238,0","0,0","9,3","93,0","10,0","1,0","0,0","990,9","5,0","-3,0","-1,2","-0,6"
"100,0","0,0","4,4","97,0","0,0","1,0","5,0","1001,5","4,0","-4,0","-0,4","0,2"
"191,0","0,0","13,2","85,0","100,0","2,0","1,0","968,1","4,0","-1,0","0,6","-0,5"
"212,0","0,0","8,8","98,0","0,0","1,0","5,0","978,9","4,0","-2,0","0,0","-0,4"
"219,0","0,0","9,8","97,0","100,0","1,0","2,0","961,5","4,0","-1,0","-0,5","0,1"
"161,0","0,0","3,0","100,0","100,0","1,0","2,0","906,5","4,0","-1,0","-2,1","0,1"
"229,0","0,0","4,2","99,0","4,0","1,0","6,0","1007,7","4,0","-1,0","-0,8","1,0"
"332,0","0,0","6,9","89,0","100,0","1,0","0,0","1009,3","4,0","-6,0","-1,0","0,5"
"118,0","0,0","7,6","87,0","20,0","1,0","0,0","1003,3","4,0","0,0","-0,3","0,1"
"168,0","0,0","6,0","92,0","20,0","1,0","0,0","1004,8","4,0","-3,0","-2,1","0,4"
"587,0","0,0","18,8","61,0","20,0","1,0","0,0","999,0","5,0","2,0","-1,0","-0,6"
"222,0","0,0","17,2","54,0","20,0","3,0","1,0","998,6","4,0","-1,0","-1,9","-0,5"
"438,0","0,0","19,5","42,0","10,0","2,0","0,0","997,6","4,0","-2,0","-1,6","-0,1"
"314,0","0,0","20,9","54,0","100,0","1,0","1,0","992,0","5,0","-2,0","-0,8","-0,4"
"27,0","0,0","20,8","64,0","20,0","4,0","1,0","978,3","4,0","-1,0","-4,1","0,0"
"49,0","0,0","20,7","65,0","100,0","1,0","0,0","970,3","4,0","0,0","-5,4","-0,1"
"100,0","0,0","19,4","53,0","20,0","2,0","0,0","997,1","4,0","-4,0","-2,1","-0,2"
"50,0","0,0","18,3","52,0","100,0","1,0","0,0","999,8","4,0","0,0","-1,1","-0,5"
"344,0","0,0","16,3","55,0","20,0","2,0","0,0","999,7","4,0","0,0","-2,5","-0,5"
"191,0","0,0","25,1","41,0","100,0","1,0","1,0","961,2","4,0","-1,0","-2,3","-0,2"
"212,0","0,0","22,6","61,0","100,0","1,0","1,0","973,0","4,0","-2,0","-4,1","-0,4"
"161,0","0,0","21,7","39,0","100,0","2,0","0,0","900,9","4,0","-1,0","-1,3","-0,2"
"229,0","0,0","17,1","48,0","20,0","3,0","1,0","1008,3","4,0","-1,0","-1,5","0,0"
"332,0","0,0","16,5","62,0","100,0","2,0","1,0","1009,4","4,0","-6,0","-2,4","0,0"
"118,0","0,0","16,9","51,0","20,0","2,0","0,0","1002,7","4,0","0,0","-1,1","-0,2"
"168,0","0,0","17,2","53,0","20,0","2,0","1,0","1003,5","4,0","-3,0","-0,9","-0,5"
"68,0","2,0","18,9","65,0","20,0","3,0","1,0","1001,4","4,0","0,0","4,3","2,1"
"584,0","0,0","16,2","68,0","20,0","4,0","0,0","1003,7","5,0","-3,0","1,4","2,2"
"584,0","0,0","17,3","54,0","20,0","2,0","0,0","1002,3","4,0","-4,0","4,6","1,9"
"221,0","0,1","16,4","57,0","20,0","4,0","0,0","1001,4","4,0","-1,0","4,0","1,5"
"431,0","0,0","18,7","45,0","10,0","4,0","0,0","1003,3","4,0","-7,0","5,1","1,5"
"312,0","0,7","17,0","63,0","100,0","4,0","0,0","998,8","5,0","-2,0","2,2","2,5"
"27,0","0,0","14,0","94,0","10,0","2,0","3,0","984,9","4,0","0,0","0,5","2,4"
"49,0","0,3","13,8","92,0","10,0","1,0","3,0","978,0","4,0","0,0","0,6","2,0"
"137,0","0,0","14,5","94,0","10,0","3,0","3,0","988,8","4,0","2,0","0,6","3,1"
"98,0","0,0","15,0","93,0","10,0","2,0","3,0","999,3","4,0","-2,0","0,7","2,7"
"50,0","0,0","13,3","96,0","4,0","3,0","3,0","998,0","4,0","0,0","-1,2","2,6"
"343,0","0,0","16,0","79,0","20,0","2,0","1,0","998,6","4,0","-1,0","4,1","1,3"
"191,0","0,8","14,1","92,0","10,0","1,0","3,0","971,7","4,0","0,0","0,4","1,7"
"211,0","0,0","14,6","93,0","10,0","1,0","3,0","982,3","4,0","-1,0","0,9","1,8"
"161,0","0,4","12,9","88,0","100,0","1,0","3,0","909,1","4,0","0,0","1,0","1,1"
"228,0","0,0","11,7","92,0","4,0","1,0","3,0","1005,4","4,0","-1,0","2,8","-0,7"
"178,0","0,0","11,0","99,0","4,0","1,0","3,0","1004,4","4,0","0,0","1,9","-0,6"
"327,0","0,0","15,1","68,0","100,0","1,0","0,0","1006,6","4,0","-5,0","5,7","-0,4"
"118,0","0,0","12,1","83,0","20,0","3,0","1,0","1003,9","4,0","0,0","3,1","1,5"
"153,0","0,0","12,9","78,0","20,0","1,0","1,0","1001,3","4,0","0,0","3,0","0,7"
"165,0","0,3","12,3","94,0","20,0","1,0","3,0","1001,5","4,0","-3,0","2,4","0,8"
"111,0","0,0","15,8","66,0","10,0","1,0","1,0","998,2","4,0","-3,0","2,8","0,5"
"149,0","0,0","14,3","67,0","10,0","1,0","1,0","1001,3","4,0","0,0","2,7","-1,1"
"68,0","0,0","21,4","43,0","20,0","2,0","2,0","1005,6","4,0","0,0","11,7","-1,0"
"583,0","0,0","20,0","56,0","20,0","2,0","0,0","1006,9","5,0","-1,0","6,2","-1,0"
"584,0","0,0","20,6","33,0","20,0","1,0","0,0","1005,2","4,0","0,0","7,1","-0,9"
"220,0","0,0","18,8","38,0","20,0","5,0","1,0","1005,1","4,0","-1,0","7,6","-0,6"
"427,0","0,0","19,6","44,0","10,0","4,0","0,0","1005,4","4,0","-4,0","7,6","-0,9"
"311,0","0,0","20,8","41,0","100,0","2,0","0,0","1000,6","5,0","-1,0","6,3","-0,9"
"98,0","0,0","12,9","97,0","2,0","1,0","6,0","1005,4","4,0","0,0","1,2","-0,2"
"343,0","0,0","17,6","69,0","20,0","1,0","0,0","1006,0","4,0","0,0","8,3","-0,9"
"227,0","0,1","16,5","60,0","20,0","3,0","1,0","1013,5","4,0","-1,0","7,8","-0,2"
"324,0","0,0","16,6","57,0","100,0","2,0","1,0","1015,1","4,0","-3,0","5,2","-0,5"
"152,0","0,0","17,0","54,0","20,0","3,0","0,0","1009,5","4,0","-1,0","5,4","-0,3"
"37,0","0,0","9,8","95,0","20,0","1,0","2,0","1005,8","4,0","33,0","-0,6","0,2"
"68,0","0,0","2,9","99,0","0,0","1,0","5,0","1004,5","4,0","0,0","-1,9","0,3"
"583,0","0,0","4,2","89,0","20,0","1,0","2,0","1004,0","4,0","-1,0","-1,9","0,2"
"220,0","0,0","3,3","95,0","20,0","2,0","5,0","1004,1","4,0","0,0","-0,7","0,6"
"426,0","0,0","3,0","92,0","4,0","1,0","6,0","1004,0","4,0","-1,0","-4,1","0,2"
"309,0","0,0","4,8","97,0","100,0","1,0","5,0","998,9","5,0","-2,0","-3,6","0,0"
"227,0","0,0","7,5","100,0","4,0","2,0","6,0","1012,3","4,0","0,0","-0,7","0,2"
"320,0","0,0","8,6","95,0","100,0","2,0","0,0","1012,8","4,0","-4,0","0,2","-0,4"
"151,0","0,0","9,9","97,0","20,0","2,0","0,0","1007,9","4,0","-1,0","-0,7","0,0"
"39,0","0,0","21,0","60,0","100,0","1,0","2,0","997,4","4,0","2,0","-2,4","-0,1"
"68,0","0,0","24,1","45,0","20,0","1,0","2,0","996,0","4,0","0,0","-2,2","0,1"
"578,0","0,0","20,6","65,0","10,0","1,0","2,0","997,3","5,0","-3,0","-1,0","0,2"
"580,0","0,0","22,0","52,0","20,0","2,0","2,0","995,4","4,0","-3,0","-2,7","0,2"
"220,0","0,0","20,1","55,0","20,0","1,0","2,0","996,0","4,0","0,0","-2,0","0,2"
"426,0","0,0","23,7","43,0","10,0","3,0","2,0","995,3","4,0","0,0","-0,3","-0,1"
"307,0","0,0","22,6","55,0","100,0","2,0","2,0","991,1","5,0","-2,0","-3,2","0,4"
"43,0","0,0","11,2","94,0","20,0","1,0","0,0","998,4","4,0","1,0","-1,1","0,3"
"576,0","0,0","11,6","92,0","10,0","1,0","0,0","997,6","5,0","-2,0","-2,4","0,0"
"579,0","0,0","9,4","90,0","20,0","1,0","1,0","996,0","4,0","-1,0","0,4","0,2"
"220,0","0,0","10,9","95,0","20,0","1,0","5,0","997,1","4,0","0,0","1,1","0,7"
"422,0","0,0","6,7","93,0","2,0","1,0","6,0","995,8","4,0","-4,0","-1,1","0,0"
"305,0","0,0","10,0","97,0","20,0","1,0","5,0","991,7","5,0","-2,0","-2,2","0,5"
"226,0","0,0","5,1","70,0","4,0","1,0","6,0","1006,9","4,0","-1,0","-2,0","-0,1"
"315,0","0,0","6,6","95,0","4,0","1,0","5,0","1008,4","4,0","-2,0","-1,6","0,4"
"574,0","0,0","12,3","96,0","20,0","1,0","2,0","999,9","4,0","-1,0","-0,7","0,5"
"69,0","0,0","6,8","97,0","0,0","2,0","5,0","998,5","4,0","4,0","-1,1","0,6"
"575,0","0,0","9,4","92,0","4,0","2,0","6,0","998,9","4,0","-4,0","0,6","0,5"
"36,0","0,0","6,1","94,0","10,0","1,0","2,0","1003,1","4,0","0,0","-1,3","0,1"
"418,0","0,0","10,1","93,0","0,0","2,0","5,0","999,8","4,0","-4,0","-0,6","0,5"
"239,0","0,0","12,5","80,0","10,0","2,0","0,0","989,9","4,0","2,0","-0,3","0,2"
"304,0","0,0","9,1","97,0","20,0","1,0","5,0","994,6","5,0","-1,0","-1,0","0,3"
"107,0","0,0","10,8","91,0","10,0","2,0","1,0","979,0","4,0","-2,0","-1,5","0,8"
"342,0","0,0","1,3","96,0","0,0","1,0","5,0","998,9","4,0","0,0","-1,5","0,4"
"155,0","0,0","12,2","65,0","100,0","4,0","1,0","907,0","4,0","-1,0","3,9","0,7"
"131,0","0,1","9,4","95,0","0,0","1,0","5,0","1007,7","4,0","5,0","-3,0","0,2"
"99,0","0,0","8,5","99,0","10,0","1,0","0,0","992,8","4,0","0,0","-1,3","0,4"
"224,0","0,0","1,9","87,0","20,0","2,0","0,0","1019,9","4,0","0,0","-1,5","2,1"
"177,0","0,0","-2,2","97,0","4,0","1,0","6,0","1017,2","4,0","0,0","-1,8","1,1"
"306,0","0,0","0,6","96,0","100,0","1,0","5,0","1021,3","4,0","-1,0","-1,8","1,3"
"137,0","0,0","7,1","96,0","0,0","1,0","5,0","1021,0","4,0","2,0","0,8","0,9"
"109,0","0,0","8,8","95,0","0,0","3,0","5,0","1019,5","4,0","0,0","0,5","0,8"
"109,0","0,4","8,5","100,0","1,0","1,0","6,0","1016,6","4,0","-1,0","2,3","0,7"
"116,0","0,0","5,8","95,0","2,0","1,0","6,0","1015,8","4,0","0,0","-0,9","0,9"
"145,0","0,4","4,1","99,0","1,0","2,0","6,0","1011,5","4,0","0,0","-2,4","1,0"
"223,0","0,0","8,7","66,0","20,0","2,0","0,0","1021,0","4,0","-1,0","1,6","-0,5"
"177,0","0,0","7,3","72,0","10,0","2,0","1,0","1019,8","4,0","0,0","0,7","-0,4"
"305,0","0,0","9,0","68,0","20,0","1,0","0,0","1023,2","4,0","-1,0","3,6","-1,0"
"109,0","0,0","15,3","55,0","20,0","2,0","0,0","1020,3","4,0","0,0","3,2","-1,2"
"108,0","0,0","15,4","51,0","20,0","1,0","2,0","1017,8","4,0","-1,0","2,7","-1,2"
"116,0","0,0","14,8","40,0","20,0","4,0","0,0","1017,3","4,0","0,0","2,8","-1,2"
"145,0","0,0","11,3","62,0","20,0","3,0","0,0","1014,1","4,0","0,0","0,1","-0,8"
"102,0","0,0","15,1","38,0","10,0","2,0","2,0","1008,1","4,0","-1,0","1,0","-1,0"
"325,0","0,0","15,3","41,0","20,0","2,0","0,0","1015,7","4,0","0,0","1,3","-1,0"
"109,0","0,0","1,9","97,0","0,0","1,0","5,0","1020,7","4,0","0,0","2,1","0,6"
"116,0","0,0","0,5","96,0","0,0","1,0","5,0","1019,5","4,0","0,0","4,4","0,8"
"145,0","0,0","3,8","88,0","20,0","1,0","2,0","1016,3","4,0","0,0","3,4","1,2"
"101,0","0,0","7,0","75,0","10,0","1,0","1,0","1012,6","4,0","-1,0","4,5","0,9"
"222,0","0,0","5,2","92,0","4,0","1,0","6,0","1009,5","4,0","0,0","5,4","-0,8"
"301,0","0,0","6,9","76,0","100,0","2,0","1,0","1013,0","4,0","-1,0","4,3","-0,6"
"132,0","0,1","7,7","91,0","20,0","2,0","3,0","1010,7","4,0","-2,0","-0,8","-0,5"
"106,0","0,8","8,8","85,0","20,0","2,0","1,0","1009,9","4,0","-1,0","1,1","-0,2"
"104,0","0,0","5,4","92,0","20,0","1,0","1,0","1009,1","4,0","-1,0","5,2","-0,3"
"116,0","0,0","2,9","88,0","10,0","1,0","2,0","1010,2","4,0","0,0","7,0","-0,3"
"221,0","0,1","8,3","75,0","20,0","2,0","0,0","1007,8","4,0","-1,0","-1,5","0,8"
"301,0","2,0","8,4","75,0","100,0","1,0","0,0","1010,5","4,0","0,0","-1,0","0,4"
"132,0","0,0","9,1","65,0","100,0","2,0","0,0","1010,1","4,0","0,0","-2,2","0,5"
"104,0","0,1","10,1","66,0","100,0","2,0","1,0","1007,9","4,0","-2,0","-0,3","0,1"
"103,0","0,0","11,5","83,0","20,0","2,0","1,0","1005,0","4,0","-1,0","-4,6","0,5"
"115,0","0,0","11,1","76,0","20,0","4,0","1,0","1005,0","4,0","-1,0","-4,7","1,0"
"98,0","1,0","8,7","78,0","10,0","1,0","0,0","997,0","4,0","-2,0","-1,5","-0,8"
"323,0","0,1","11,8","76,0","20,0","2,0","0,0","1003,3","4,0","-1,0","-4,9","0,6"
"300,0","0,0","0,8","76,0","20,0","4,0","5,0","1013,8","4,0","-1,0","2,0","0,7"
"131,0","0,0","4,5","56,0","100,0","4,0","0,0","1012,9","4,0","-1,0","3,2","0,3"
"102,0","0,0","8,5","54,0","100,0","2,0","0,0","1009,8","4,0","-2,0","7,9","-0,3"
"102,0","0,0","8,4","66,0","20,0","2,0","0,0","1006,6","4,0","-1,0","4,3","-0,1"
"115,0","0,0","7,1","71,0","20,0","4,0","0,0","1006,5","4,0","0,0","3,7","-0,2"
"97,0","0,6","4,8","83,0","10,0","1,0","1,0","998,7","4,0","-1,0","-1,0","0,5"
"322,0","0,0","3,1","85,0","20,0","2,0","1,0","1006,5","4,0","-1,0","0,9","0,5"
"219,0","0,0","3,9","42,0","20,0","2,0","2,0","1016,9","4,0","-1,0","-1,2","-0,3"
"298,0","0,0","4,1","43,0","100,0","2,0","0,0","1018,1","4,0","-2,0","-1,4","-0,8"
"130,0","0,0","4,2","44,0","100,0","2,0","0,0","1015,9","4,0","-1,0","-1,5","-0,8"
"100,0","0,0","4,6","43,0","100,0","3,0","0,0","1012,2","4,0","-2,0","-2,1","-0,8"
"101,0","0,0","5,3","43,0","20,0","1,0","0,0","1009,3","4,0","-1,0","-0,8","-1,1"
"114,0","0,0","4,9","42,0","20,0","3,0","0,0","1009,8","4,0","-1,0","-1,5","-1,0"
"322,0","0,0","3,0","45,0","20,0","1,0","2,0","1013,0","4,0","0,0","-4,0","-0,1"
"219,0","0,0","-5,5","87,0","20,0","2,0","0,0","1015,3","4,0","0,0","-1,3","0,0"
"297,0","0,0","-1,4","71,0","100,0","3,0","2,0","1016,9","4,0","-1,0","2,3","1,0"
"128,0","0,0","-2,0","75,0","100,0","2,0","0,0","1015,1","4,0","-2,0","2,7","0,4"
"99,0","0,0","-1,7","73,0","100,0","2,0","1,0","1011,8","4,0","-1,0","2,4","0,5"
"101,0","0,0","-1,3","80,0","20,0","1,0","1,0","1008,2","4,0","0,0","2,7","0,0"
"114,0","0,0","-0,7","68,0","20,0","4,0","0,0","1008,2","4,0","0,0","2,4","0,0"
"95,0","0,0","-0,5","71,0","10,0","2,0","2,0","1003,9","4,0","-1,0","6,5","-0,3"
"322,0","0,0","-0,5","69,0","20,0","2,0","2,0","1009,9","4,0","0,0","4,6","0,0"
"-56,0","0,0","0,8","62,0","20,0","1,0","2,0","999,4","4,0","-8,0","2,3","0,0"
"219,0","0,0","-3,5","85,0","20,0","1,0","0,0","1021,6","4,0","0,0","-5,4","0,8"
"295,0","0,0","0,1","59,0","100,0","2,0","0,0","1023,7","4,0","-2,0","-2,8","1,8"
"126,0","0,0","0,5","61,0","20,0","2,0","2,0","1020,7","4,0","-2,0","-3,9","1,1"
"99,0","0,0","3,5","48,0","100,0","3,0","2,0","1016,8","4,0","0,0","-3,0","0,7"
"100,0","0,0","-0,2","63,0","20,0","1,0","2,0","1015,2","4,0","-1,0","-7,2","1,1"
"114,0","0,0","-0,8","57,0","20,0","1,0","0,0","1016,9","4,0","0,0","-5,7","1,5"
"293,0","0,0","-3,7","81,0","100,0","2,0","0,0","1026,6","4,0","-2,0","0,0","1,0"
"125,0","0,0","-5,4","84,0","20,0","1,0","0,0","1023,4","4,0","-1,0","-0,9","1,0"
"96,0","0,0","-2,7","65,0","100,0","2,0","0,0","1019,7","4,0","-3,0","-1,1","1,0"
"100,0","0,0","-7,1","98,0","20,0","1,0","0,0","1017,1","4,0","0,0","-1,8","0,8"
"114,0","0,0","-6,1","77,0","20,0","2,0","1,0","1019,0","4,0","0,0","-1,5","0,9"
"321,0","0,0","-10,2","91,0","20,0","1,0","2,0","1021,9","4,0","-1,0","-2,1","0,6"
"-170,0","0,0","-5,2","68,0","20,0","1,0","2,0","1013,4","4,0","-8,0","-1,6","0,9"
"218,0","0,0","5,5","40,0","20,0","1,0","2,0","1025,5","4,0","-1,0","0,6","-0,2"
"293,0","0,0","5,9","32,0","100,0","2,0","0,0","1027,5","4,0","-2,0","2,3","-0,2"
"125,0","0,0","6,3","30,0","100,0","3,0","0,0","1024,9","4,0","-1,0","1,8","0,0"
"96,0","0,0","6,2","29,0","100,0","2,0","0,0","1021,7","4,0","-3,0","2,1","0,2"
"100,0","0,0","5,4","40,0","20,0","1,0","1,0","1019,2","4,0","0,0","0,9","0,4"
"114,0","0,0","6,0","28,0","20,0","3,0","1,0","1020,4","4,0","0,0","2,0","-0,1"
